filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
001.wav,0.3449762463569641,0.12411097437143326,2166.160851910515,1939.7294518919878,4384.839708392473,0.12815337154953016,-146.60226440429688,110.21327209472656,-23.069568634033203,62.11334991455078,-30.27125358581543,26.633583068847656,-11.012802124023438,6.851158618927002,-9.698678970336914,3.071089267730713,-1.4684669971466064,-6.0839338302612305,3.6613645553588867,-10.57150936126709,5.92733097076416,-9.373641014099121,11.386523246765137,-2.66595721244812,2.6042542457580566,-1.5576872825622559,Boisterous
002.wav,0.39606258273124695,0.09481264650821686,1069.500015650119,1556.7429609510632,2305.505170036765,0.03451861213235294,-271.52886962890625,138.7582550048828,14.601019859313965,56.901519775390625,-2.1741294860839844,31.084754943847656,-9.945812225341797,14.379209518432617,-0.6762832403182983,-0.3327624797821045,0.6545271277427673,-3.9930522441864014,6.921807765960693,-6.644108295440674,6.240006923675537,-4.474438667297363,5.563969612121582,-4.295382022857666,-2.8613879680633545,-0.4963752329349518,Boisterous
003.wav,0.3802703022956848,0.1381135731935501,1896.8672024985137,1880.7255784161316,4076.2873803463563,0.0945450269144583,-121.71611022949219,133.99432373046875,-39.79008102416992,54.34536361694336,-35.02531814575195,28.409353256225586,-30.0626220703125,11.611536979675293,-11.123467445373535,0.4990791082382202,7.4372968673706055,-12.137971878051758,7.9334330558776855,-9.249948501586914,8.811381340026855,-7.511155605316162,5.334390640258789,-6.82694673538208,0.34191781282424927,-1.1417380571365356,Boisterous
004.wav,0.4557269513607025,0.1755007654428482,2178.009295596664,1751.5476831486383,4053.545517433053,0.14665387998436277,-58.05031967163086,124.87905883789062,-79.42675018310547,59.700496673583984,-27.110639572143555,31.694665908813477,-22.545246124267578,24.292713165283203,-8.650527954101562,4.151569843292236,4.926567554473877,-3.966752529144287,9.4139986038208,-12.713583946228027,13.205820083618164,-12.809830665588379,6.75715970993042,-7.142010688781738,2.7703857421875,-0.3253863453865051,Boisterous
005.wav,0.5060762763023376,0.11997728794813156,2029.6411271639104,1832.810877047956,4194.858221950301,0.10929891440763052,-121.18177795410156,124.33393859863281,-64.26959228515625,74.84549713134766,-30.699554443359375,32.296390533447266,-8.20461654663086,19.0970516204834,3.172618865966797,7.060543537139893,8.899137496948242,3.93384051322937,8.258650779724121,-6.612209796905518,10.568765640258789,-9.313434600830078,11.518717765808105,-6.5237016677856445,1.5185060501098633,1.0283174514770508,Boisterous
006.wav,0.30703139305114746,0.14258332550525665,791.2899182615015,744.2819792073861,1324.7633992926603,0.054248848587763875,-202.131103515625,229.4374237060547,-39.34189224243164,-4.585829257965088,1.1954870223999023,-8.588321685791016,-7.982478141784668,-2.155320167541504,-4.582342624664307,-11.663984298706055,-12.033031463623047,-13.040687561035156,-7.1500043869018555,-8.891465187072754,-6.279740333557129,-3.92952299118042,-4.551906585693359,-6.345767021179199,-5.995777130126953,-4.52409029006958,Boisterous
007.wav,0.45208561420440674,0.11393392831087112,1840.6678362671025,1705.06937824494,3710.9280173257634,0.10335044293265466,-123.60279083251953,142.2572479248047,-63.73486328125,56.35470199584961,-25.434656143188477,31.42167854309082,-18.929101943969727,15.145344734191895,-5.760918617248535,1.2885111570358276,2.364415168762207,-3.1150591373443604,7.119822978973389,-10.391254425048828,13.036422729492188,-10.308838844299316,7.521798610687256,-3.850036859512329,2.4494822025299072,0.0031905805226415396,Boisterous
008.wav,0.49143731594085693,0.2789232134819031,2422.536777204156,1934.7028162073198,4743.559249627395,0.14650499047107116,-1.0114541053771973,120.13865661621094,-76.11392211914062,74.17021179199219,-41.522117614746094,44.25746536254883,-23.84587860107422,24.80377960205078,-1.7686841487884521,7.938878059387207,6.88370943069458,-1.7077491283416748,15.494379997253418,-9.300626754760742,14.93718433380127,-8.653352737426758,11.249852180480957,-9.511146545410156,5.178070545196533,-1.1309760808944702,Boisterous
009.wav,0.4672999083995819,0.20338957011699677,1841.895326851049,1945.479134908816,4040.711404222744,0.06800687451587917,-138.1157989501953,104.35175323486328,-26.811925888061523,68.178955078125,-16.908023834228516,36.68964385986328,-8.011160850524902,17.129968643188477,-3.5027594566345215,12.642049789428711,11.34003734588623,6.015493869781494,15.092019081115723,-7.7435383796691895,15.572150230407715,-5.222486972808838,5.3624958992004395,-3.5818734169006348,4.074500560760498,-1.8205024003982544,Boisterous
010.wav,0.33255037665367126,0.11566503345966339,1726.4676629465275,1770.5529877621902,3614.850698177287,0.09489873986024237,-127.07426452636719,148.3195343017578,-48.044647216796875,53.00929641723633,-31.839162826538086,34.97373580932617,-24.899723052978516,12.381278991699219,-14.693072319030762,1.5099538564682007,-0.5452308058738708,-8.853655815124512,6.905785083770752,-14.828619956970215,8.628957748413086,-14.50433349609375,6.76570987701416,-6.556246757507324,-0.09941710531711578,-5.0856781005859375,Boisterous
011.wav,0.271526962518692,0.12089165300130844,1132.4403783807415,754.7306941237513,1832.452015582242,0.0963570935545348,-246.18606567382812,195.4302978515625,-68.28091430664062,-12.309417724609375,27.171875,-23.318683624267578,-18.53335952758789,-17.856176376342773,-25.1883487701416,-7.903538703918457,-9.863542556762695,-16.368736267089844,-9.80432415008545,-14.076606750488281,-17.155458450317383,-11.531512260437012,-9.485832214355469,-4.659175872802734,0.9157968759536743,2.054602861404419,Boisterous
012.wav,0.44121745228767395,0.10127896815538406,2487.609559757383,2004.298007688507,4919.823417037236,0.1544988302629007,-119.96601104736328,103.79192352294922,-67.07506561279297,73.49610900878906,-24.69295310974121,45.83428955078125,-25.221036911010742,27.082199096679688,-8.737264633178711,2.7192347049713135,4.079577922821045,-4.616483688354492,6.724937915802002,-19.275707244873047,12.155157089233398,-15.147319793701172,3.5254833698272705,-11.409215927124023,0.9400649070739746,-4.090664863586426,Boisterous
013.wav,0.5004934072494507,0.19073082506656647,2523.530203880754,1933.4143680334473,4724.172632427678,0.1680920610584441,-41.6031379699707,118.83401489257812,-74.19832611083984,93.28990936279297,-41.19165802001953,42.27225875854492,-26.716041564941406,21.244102478027344,-5.60961389541626,12.322000503540039,6.615014553070068,-7.055441856384277,12.333451271057129,-11.69038200378418,15.662386894226074,-8.856801986694336,12.66218376159668,-5.764372825622559,6.329980850219727,-0.5067527890205383,Boisterous
014.wav,0.41670119762420654,0.11712149530649185,2395.167404967084,2019.3187500409704,4847.701563504177,0.14596262117073694,-103.2799072265625,115.8860855102539,-57.43288040161133,69.50003814697266,-37.84323501586914,40.49866485595703,-29.771020889282227,16.895496368408203,-9.859843254089355,4.155904293060303,1.8934850692749023,-10.07149600982666,5.357300758361816,-15.202324867248535,10.053936004638672,-16.566173553466797,6.105136871337891,-9.101664543151855,2.090266704559326,-2.3952338695526123,Boisterous
015.wav,0.4055415391921997,0.07479313015937805,1863.8276497564234,1942.6254035217999,4171.056853416829,0.08501945525291829,-179.50631713867188,128.7536163330078,-38.428470611572266,61.51127624511719,-21.351240158081055,34.92170715332031,-25.634410858154297,20.161828994750977,-9.409785270690918,-0.05903681367635727,5.939673900604248,-4.947166442871094,8.776577949523926,-13.127811431884766,9.017248153686523,-11.034753799438477,5.9107184410095215,-9.123295783996582,-1.3568271398544312,0.08341441303491592,Boisterous
016.wav,0.4295651912689209,0.06641693413257599,2134.2734152276116,1869.5993512461685,4319.831210844272,0.11429821126690533,-194.45484924316406,116.63268280029297,-50.25993728637695,51.8903694152832,-28.64188003540039,28.057315826416016,-27.2751407623291,4.858948230743408,-11.305546760559082,-4.038619041442871,0.8970062732696533,-7.675697326660156,3.505837917327881,-13.96445369720459,6.654536724090576,-12.022104263305664,2.7854366302490234,-6.146737098693848,-1.9220377206802368,-2.2562990188598633,Boisterous
017.wav,0.4323379397392273,0.11779966950416565,2127.691954857524,1805.340501377387,4179.439593070918,0.12049725920125294,-155.69119262695312,100.88947296142578,-55.90766143798828,75.2900161743164,-16.841840744018555,41.466609954833984,-6.786059379577637,15.310359954833984,0.683684766292572,2.2377476692199707,4.768816947937012,-6.030420303344727,9.043453216552734,-10.307097434997559,8.57080078125,-10.509539604187012,-0.8400405049324036,-3.796424627304077,-2.7730486392974854,-5.431732177734375,Boisterous
018.wav,0.45671597123146057,0.10247605293989182,2529.1859203694876,2086.15793987595,5097.897589011271,0.16966610863095238,-105.59635925292969,120.11614227294922,-52.929527282714844,60.999595642089844,-49.33992004394531,40.644283294677734,-26.16888999938965,26.580759048461914,-14.649249076843262,3.413681745529175,0.5169210433959961,-7.276900768280029,10.883728981018066,-15.301847457885742,12.337077140808105,-14.498029708862305,8.991109848022461,-6.3071699142456055,4.1601338386535645,-4.715177536010742,Boisterous
019.wav,0.4011458456516266,0.11414875090122223,1939.8377417849101,1825.9262289830265,4061.0228065020947,0.10987393742692907,-113.44356536865234,141.45045471191406,-56.92043685913086,63.960960388183594,-45.59754180908203,30.67412757873535,-22.49966812133789,12.709599494934082,-14.622418403625488,-0.9401673078536987,-3.309258222579956,-13.831191062927246,4.3722028732299805,-16.436111450195312,7.779032230377197,-16.703588485717773,3.2868802547454834,-11.009058952331543,-1.7010486125946045,-2.0331902503967285,Boisterous
020.wav,0.4040476977825165,0.13171550631523132,2314.9690597885105,1828.7644213884014,4440.05725374438,0.14268998301896013,-110.6597671508789,110.90068054199219,-70.90522003173828,68.66444396972656,-33.30811309814453,36.34082794189453,-23.888607025146484,9.99453067779541,-10.943716049194336,1.8901259899139404,2.025388479232788,-10.099658012390137,7.29030179977417,-12.48991870880127,8.6259765625,-13.273579597473145,5.913153171539307,-7.3505120277404785,-3.496466636657715,-4.087644100189209,Boisterous
021.wav,0.5180754661560059,0.1406283974647522,2205.8701923257872,2111.50495830486,4900.037992139088,0.12945769389039505,-77.2801284790039,140.08883666992188,-58.15357971191406,63.885990142822266,-39.485538482666016,51.074066162109375,-32.55230712890625,30.506420135498047,-12.385612487792969,10.164295196533203,5.174431800842285,-6.6466240882873535,12.390788078308105,-17.59587287902832,11.133060455322266,-17.659358978271484,10.566282272338867,-12.546845436096191,5.315636157989502,-5.069895267486572,Boisterous
022.wav,0.456010103225708,0.1536877453327179,2241.065106674517,2064.1577491710823,4835.64076212786,0.12153127121314973,-79.50569152832031,128.41049194335938,-54.26717758178711,76.53630065917969,-38.477203369140625,46.73246765136719,-31.695898056030273,22.077789306640625,-6.165045738220215,8.15363597869873,4.927656173706055,-8.805864334106445,5.843389987945557,-16.481571197509766,12.981423377990723,-15.323624610900879,8.576858520507812,-5.969722747802734,5.674354076385498,-4.556931018829346,Boisterous
023.wav,0.29814717173576355,0.1841830164194107,1714.5590168686133,1556.479500811801,3317.219086665257,0.09842132762738853,-119.94817352294922,133.22409057617188,-52.29029846191406,61.475242614746094,-18.471948623657227,13.95515251159668,-9.555140495300293,1.5943150520324707,-14.635337829589844,1.4916247129440308,-0.2876027226448059,-10.2837495803833,5.896104335784912,-10.531190872192383,4.3878045082092285,-7.890054225921631,1.0428776741027832,-4.690593242645264,-1.4716652631759644,-0.28382325172424316,Boisterous
024.wav,0.3482089936733246,0.14119257032871246,1917.644670437835,1969.7297832243926,4274.786973465598,0.08665904148749022,-137.6844940185547,121.57755279541016,-28.303686141967773,54.31052017211914,-27.080974578857422,36.238651275634766,-24.182992935180664,15.007205963134766,-10.749791145324707,-1.368761420249939,9.912440299987793,-3.6081762313842773,10.030967712402344,-6.537446975708008,10.311161041259766,-12.560750007629395,1.9223175048828125,-10.160931587219238,-1.4843451976776123,-5.8125104904174805,Boisterous
025.wav,0.36084747314453125,0.11123733222484589,1981.3239510402948,1826.7530364681318,4138.626081930463,0.11163812060203283,-141.07177734375,126.18189239501953,-41.21540832519531,54.37157440185547,-33.586570739746094,27.630094528198242,-18.816965103149414,16.807491302490234,-9.168538093566895,-3.3196027278900146,12.27125072479248,-7.537642478942871,2.3737869262695312,-7.599123954772949,4.487325191497803,-16.037839889526367,3.1659555435180664,-8.001627922058105,-4.848292350769043,-3.0908780097961426,Boisterous
026.wav,0.3492867946624756,0.11086394637823105,1337.4177455019305,1527.0182148899746,2809.0139238418687,0.06082098441164973,-190.04351806640625,141.13491821289062,-29.17357063293457,83.83615112304688,-7.039373397827148,18.75360679626465,-4.243870735168457,8.992947578430176,-2.7963244915008545,-1.0387803316116333,1.7295286655426025,-8.911606788635254,0.5457139015197754,-11.592411041259766,3.9644076824188232,-7.804137706756592,-1.6421854496002197,-7.796380043029785,-6.655498504638672,-3.899109363555908,Boisterous
877.wav,0.4250379204750061,0.15359929203987122,2123.671475239082,1954.4556932166304,4431.534935482452,0.11437330299678197,-87.72087097167969,123.44725799560547,-57.112430572509766,79.46622467041016,-22.105804443359375,45.06486511230469,-24.5854549407959,20.194551467895508,-8.510688781738281,2.6815576553344727,2.154710531234741,-9.79166316986084,5.555882453918457,-16.928815841674805,10.695426940917969,-15.436646461486816,-1.203047752380371,-12.540376663208008,2.265503406524658,-5.302415370941162,Volatile
878.wav,0.4606747329235077,0.12792153656482697,2218.71406418658,1948.6072838978907,4485.872383206459,0.13265794705197828,-101.3525619506836,124.14777374267578,-47.64667510986328,69.14801025390625,-35.76252365112305,28.5212345123291,-17.365482330322266,30.571937561035156,-0.6364767551422119,5.706828594207764,5.851953029632568,-7.047178268432617,9.2571382522583,-17.099702835083008,8.997692108154297,-6.339476585388184,5.585339546203613,-7.798577308654785,1.923599123954773,-4.271666049957275,Volatile
879.wav,0.4340723752975464,0.13507921993732452,1419.7782895279443,1438.5936004605883,2894.205943490995,0.07260186204976762,-110.18982696533203,169.39512634277344,-63.70974349975586,56.03779602050781,-21.78800392150879,24.09385108947754,-14.194374084472656,2.6462972164154053,-5.330140113830566,5.825983047485352,0.46328771114349365,-9.908685684204102,5.031681060791016,-12.181336402893066,7.1112961769104,-9.502747535705566,3.0070137977600098,-3.0480258464813232,-2.57135009765625,-5.147890090942383,Volatile
880.wav,0.4246499240398407,0.12526047229766846,2328.933661164815,1977.9984853545488,4725.258140297203,0.14533025568181818,-95.52548217773438,122.16722869873047,-66.76777648925781,68.71195983886719,-39.902706146240234,42.449893951416016,-24.07872200012207,23.98650550842285,-15.148179054260254,4.121126174926758,2.3893864154815674,-10.847933769226074,7.191425800323486,-15.834368705749512,9.834561347961426,-19.08603858947754,4.47348690032959,-9.809776306152344,3.541496753692627,-3.9897854328155518,Volatile
881.wav,0.3852524757385254,0.08670647442340851,1951.0139766270063,1758.9049509040042,3937.604623515686,0.12990533681098515,-154.9431610107422,124.9576187133789,-45.25341796875,64.19356536865234,-24.06993865966797,22.57925796508789,-12.509475708007812,8.26229476928711,-2.108776092529297,-2.3199102878570557,1.8264909982681274,-3.074359655380249,4.052132606506348,-12.86404800415039,8.710559844970703,-3.52474308013916,5.98339319229126,-0.8851308822631836,3.6365363597869873,-2.1628072261810303,Volatile
882.wav,0.37815091013908386,0.13198406994342804,1909.1131786606857,1798.462358445711,3990.090753884871,0.10093716404417513,-105.10425567626953,137.96142578125,-56.202392578125,77.62881469726562,-30.61552619934082,26.20428466796875,-18.829349517822266,13.559696197509766,-9.952759742736816,1.8561410903930664,-1.757057785987854,-6.114059925079346,5.517245769500732,-17.827484130859375,10.96212100982666,-12.225327491760254,-1.0758546590805054,-12.0687837600708,2.4236414432525635,0.23866163194179535,Volatile
883.wav,0.36191239953041077,0.11650948971509933,1869.1671513625613,1784.5469170665588,4024.610921680784,0.09985997644346431,-109.90365600585938,147.65066528320312,-57.949928283691406,68.87308502197266,-51.38937759399414,27.33310890197754,-21.897785186767578,9.436707496643066,-12.924811363220215,-4.288166046142578,7.554614067077637,-3.6330089569091797,10.330172538757324,-9.880393981933594,4.124213218688965,-16.019634246826172,0.9513535499572754,-12.35282039642334,0.024785608053207397,-4.829649448394775,Volatile
884.wav,0.5010361671447754,0.13262678682804108,2359.0045057097404,2033.712455296187,4784.687773164335,0.1338034795066045,-98.41873931884766,111.62850952148438,-55.82163619995117,88.65050506591797,-24.573165893554688,45.67759704589844,-22.336341857910156,23.679370880126953,-3.0347533226013184,8.925827980041504,3.0168533325195312,-7.124414443969727,10.762186050415039,-10.208155632019043,11.35756778717041,-15.236282348632812,7.189778804779053,-9.050376892089844,1.7413809299468994,-5.072136402130127,Volatile
885.wav,0.4137994349002838,0.12571315467357635,1598.1055997935841,1819.6920769961328,3662.976312823739,0.07019873314112587,-141.7446746826172,147.0483856201172,-32.80720901489258,63.87082290649414,-24.463729858398438,38.89604568481445,-16.50659942626953,15.657380104064941,-10.601031303405762,7.3189520835876465,7.1014180183410645,-6.285274028778076,6.918323040008545,-9.616473197937012,8.507282257080078,-10.868844032287598,10.387900352478027,-4.534716606140137,3.2420482635498047,-3.4854485988616943,Volatile
886.wav,0.46572214365005493,0.10899432003498077,2523.5211581921003,2005.124698452627,4912.13061201951,0.168196438080945,-100.44088745117188,119.07195281982422,-67.91284942626953,86.76148223876953,-47.56441879272461,41.62928009033203,-29.048824310302734,19.854055404663086,-10.012276649475098,3.7485082149505615,2.9966344833374023,-7.637851715087891,8.358001708984375,-19.418535232543945,9.845602989196777,-16.86260986328125,7.45503044128418,-7.05821418762207,3.9373536109924316,-3.927544593811035,Volatile
887.wav,0.37612345814704895,0.15115824341773987,1969.9717944103584,1727.490955124208,3906.616759355635,0.12514296693454685,-91.99568939208984,134.54676818847656,-67.53428649902344,85.74591827392578,-16.640125274658203,41.44253158569336,-19.321897506713867,7.262631893157959,-8.025789260864258,-5.604186534881592,-7.844454765319824,-11.324053764343262,3.164669990539551,-16.264663696289062,11.243379592895508,-6.245644569396973,3.4782652854919434,-9.25706672668457,1.8621643781661987,-3.185833215713501,Volatile
888.wav,0.5027124285697937,0.1311141550540924,2612.2551947624083,2057.803204292998,5017.079488170791,0.16431228912275064,-99.66754913330078,102.44268798828125,-61.79517364501953,107.74969482421875,-28.753768920898438,51.14363098144531,-25.396265029907227,31.03121566772461,-7.375021934509277,-0.6488209962844849,-0.25140002369880676,-4.509833335876465,7.922327518463135,-18.940685272216797,11.05066967010498,-17.733388900756836,10.053365707397461,-11.214171409606934,3.2128026485443115,-1.0292614698410034,Volatile
889.wav,0.4176371991634369,0.09806524962186813,2208.1068369711006,1782.8041271991187,4219.188252433401,0.15160046472482436,-120.16522979736328,125.76248931884766,-73.18650817871094,72.8479232788086,-30.89475440979004,34.30141067504883,-16.865324020385742,19.850116729736328,-6.31437349319458,3.624091386795044,1.7797752618789673,-9.130632400512695,3.6029489040374756,-12.984853744506836,8.13348388671875,-15.109415054321289,2.5147593021392822,-12.524495124816895,-3.8817832469940186,-7.59622859954834,Volatile
890.wav,0.5426434278488159,0.1263880431652069,2280.7559837907593,1879.989509655592,4430.199794456118,0.14536732188232995,-111.78469848632812,116.84830474853516,-68.59911346435547,70.91465759277344,-34.30360794067383,38.32570266723633,-21.460172653198242,19.869356155395508,-5.727273941040039,7.2541093826293945,0.9710352420806885,-8.009020805358887,9.589360237121582,-11.840072631835938,12.499272346496582,-11.468073844909668,8.033320426940918,-7.762789249420166,1.743446707725525,-5.191285610198975,Volatile
891.wav,0.37697234749794006,0.05190625786781311,1706.276571866286,1904.6433952724215,3584.394308100552,0.07845821129453912,-342.2699890136719,94.53607940673828,16.297971725463867,28.573495864868164,4.680898189544678,30.667343139648438,-5.697599411010742,16.341272354125977,0.14605282247066498,10.644587516784668,4.220092296600342,-1.926257610321045,6.449028015136719,-4.289207935333252,8.286138534545898,-1.9055601358413696,6.374114036560059,-1.6816706657409668,2.5341033935546875,-1.2953972816467285,Volatile
892.wav,0.33240506052970886,0.15139785408973694,1971.0355226854533,1739.307674701761,4075.0113766858876,0.09885500146598905,-105.34864807128906,132.04830932617188,-66.06871795654297,50.702301025390625,-33.93915557861328,39.33103942871094,-31.223312377929688,2.589557647705078,-1.3699995279312134,-6.987330436706543,4.430285930633545,-1.4883888959884644,1.7895399332046509,-13.000680923461914,3.397747278213501,-15.766104698181152,0.9226336479187012,-11.023059844970703,-5.182210922241211,-7.305817604064941,Volatile
