song_Id,Arousal,Valence,min_distance,closest_pairs,name
93,0.39517334299999995,0.653335475,0.03492843728641859,"(0.43, 0.6559999999999999)",Ambitious
95,0.045173342000000005,-0.321664525,0.12412432869073085,"(-0.078, -0.337)",Worried
96,0.6201733429999999,0.553335475,0.1847954519496388,"(0.7, 0.72)",Excited
98,-0.429826658,-0.071664525,0.1721388103854694,"(-0.48, 0.09300000000000001)",Distrustful
99,-0.079826658,-0.071664525,0.2653417625872802,"(-0.078, -0.337)",Worried
101,-0.40482665799999995,-0.296664525,0.20829293367976887,"(-0.45, -0.5)",Ashamed
102,0.24517334300000002,0.478335475,0.18138544081946395,"(0.42, 0.43)",Convinced
103,-0.279826658,0.253335475,0.05174702349821283,"(-0.33, 0.266)",Suspicious
104,-0.279826658,0.378335475,0.12303098467835077,"(-0.33, 0.266)",Suspicious
105,0.145173343,0.478335475,0.24140592870364905,"(-0.08199999999999999, 0.56)",Jealous
106,-0.279826658,0.003335475,0.21933785330153246,"(-0.48, 0.09300000000000001)",Distrustful
107,0.095173342,0.353335475,0.13657862373345467,"(-0.035, 0.312)",Impatient
108,-0.054826658,-0.021664525,0.31618580862038165,"(-0.078, -0.337)",Worried
109,0.020173342,-0.046664525,0.30648440926566656,"(-0.078, -0.337)",Worried
110,-0.40482665799999995,-0.046664525,0.15861024837924123,"(-0.48, 0.09300000000000001)",Distrustful
111,0.220173343,0.178335475,0.12395638556876071,"(0.33299999999999996, 0.127)",Passionate
112,0.495173343,0.553335475,0.12160415013999831,"(0.43, 0.6559999999999999)",Ambitious
113,-0.154826658,0.203335475,0.16176033803415654,"(-0.035, 0.312)",Impatient
114,0.320173343,0.053335475,0.0136656244376638,"(0.32, 0.067)",Expectant
115,0.845173343,0.953335475,0.2748103771899295,"(0.7, 0.72)",Excited
116,-0.129826658,-0.046664525,0.2949248896294183,"(-0.078, -0.337)",Worried
117,0.145173343,-0.171664525,0.2574681895910081,"(0.385, -0.078)",Impressed
118,0.045173342000000005,0.078335475,0.24703618158262688,"(-0.035, 0.312)",Impatient
119,-0.30482665800000003,-0.071664525,0.2404165250995126,"(-0.48, 0.09300000000000001)",Distrustful
120,0.145173343,-0.196664525,0.25392327843518264,"(0.23, -0.436)",Longing
121,-0.129826658,-0.371664525,0.06235087628032657,"(-0.078, -0.337)",Worried
122,0.045173342000000005,0.228335475,0.11587716561482071,"(-0.035, 0.312)",Impatient
123,0.44517334299999994,0.378335475,0.05747103915252685,"(0.42, 0.43)",Convinced
124,-0.40482665799999995,-0.221664525,0.2819774236901327,"(-0.45, -0.5)",Ashamed
125,-0.054826658,-0.021664525,0.31618580862038165,"(-0.078, -0.337)",Worried
126,0.420173343,0.128335475,0.08718357198045557,"(0.33299999999999996, 0.127)",Passionate
127,0.220173343,-0.396664525,0.040544331062076666,"(0.23, -0.436)",Longing
128,-0.104826658,-0.246664525,0.09423464131053183,"(-0.078, -0.337)",Worried
129,0.39517334299999995,-0.096664525,0.02125703180764598,"(0.385, -0.078)",Impressed
130,-0.054826658,-0.321664525,0.02778813726978817,"(-0.078, -0.337)",Worried
131,0.120173343,0.378335475,0.16875770092434678,"(-0.035, 0.312)",Impatient
133,-0.554826658,-0.446664525,0.11761505482260586,"(-0.45, -0.5)",Ashamed
134,0.39517334299999995,0.203335475,0.09015044531931761,"(0.42, 0.29)",Light Hearted
135,-0.22982665800000002,-0.221664525,0.19066621586669358,"(-0.078, -0.337)",Worried
136,0.44517334299999994,0.553335475,0.10377974287533792,"(0.43, 0.6559999999999999)",Ambitious
137,0.34517334299999997,-0.071664525,0.04032742058787392,"(0.385, -0.078)",Impressed
138,-0.5048266579999999,-0.196664525,0.290726503764147,"(-0.48, 0.09300000000000001)",Distrustful
140,0.020173342,-0.096664525,0.259613454240963,"(-0.078, -0.337)",Worried
142,0.095173342,0.003335475,0.23366685235806253,"(0.32, 0.067)",Expectant
143,0.120173343,-0.146664525,0.27358358001033484,"(0.385, -0.078)",Impressed
144,0.070173343,-0.296664525,0.15356526338749685,"(-0.078, -0.337)",Worried
145,0.24517334300000002,-0.371664525,0.06610055734463417,"(0.23, -0.436)",Longing
146,-0.22982665800000002,-0.546664525,0.10476595105722368,"(-0.32, -0.6)",Embarrassed
148,0.145173343,0.028335475,0.17905112535605933,"(0.32, 0.067)",Expectant
149,-0.329826658,-0.296664525,0.23619260682952078,"(-0.45, -0.5)",Ashamed
150,0.24517334300000002,0.103335475,0.08318230185124281,"(0.32, 0.067)",Expectant
151,0.020173342,-0.146664525,0.214162550701388,"(-0.078, -0.337)",Worried
152,0.29517334300000003,-0.046664525,0.09513537880973234,"(0.385, -0.078)",Impressed
153,0.020173342,-0.171664525,0.19228578827600493,"(-0.078, -0.337)",Worried
154,-0.079826658,-0.096664525,0.24034241661205913,"(-0.078, -0.337)",Worried
155,0.24517334300000002,-0.246664525,0.18994249769672736,"(0.23, -0.436)",Longing
156,0.570173343,0.453335475,0.14723785377161427,"(0.498, 0.325)",Enthusianstic
157,0.44517334299999994,-0.146664525,0.08394741420241177,"(0.51, -0.2)",Confident
158,-0.204826658,-0.621664525,0.11719321802444284,"(-0.32, -0.6)",Embarrassed
159,-0.329826658,-0.196664525,0.2882892839196847,"(-0.078, -0.337)",Worried
160,-0.22982665800000002,-0.271664525,0.165287804670897,"(-0.078, -0.337)",Worried
161,-0.22982665800000002,0.428335475,0.1907550913892591,"(-0.33, 0.266)",Suspicious
162,0.045173342000000005,-0.221664525,0.16874224122289178,"(-0.078, -0.337)",Worried
163,0.020173342,-0.246664525,0.13341103073930805,"(-0.078, -0.337)",Worried
164,-0.379826658,-0.121664525,0.2368872236760028,"(-0.48, 0.09300000000000001)",Distrustful
166,-0.054826658,-0.371664525,0.04169691922582038,"(-0.078, -0.337)",Worried
167,-0.279826658,-0.471664525,0.13447636056543388,"(-0.32, -0.6)",Embarrassed
168,-0.254826658,-0.321664525,0.17749040473480412,"(-0.078, -0.337)",Worried
169,-0.40482665799999995,-0.546664525,0.06494773838190665,"(-0.45, -0.5)",Ashamed
170,0.145173343,-0.396664525,0.09350316214584016,"(0.23, -0.436)",Longing
171,-0.204826658,-0.621664525,0.11719321802444284,"(-0.32, -0.6)",Embarrassed
172,0.145173343,-0.196664525,0.25392327843518264,"(0.23, -0.436)",Longing
173,-0.554826658,0.003335475,0.11678508376896678,"(-0.48, 0.09300000000000001)",Distrustful
174,-0.154826658,-0.146664525,0.20525576343412286,"(-0.078, -0.337)",Worried
175,-0.029826658,-0.221664525,0.12499177042079448,"(-0.078, -0.337)",Worried
176,-0.129826658,-0.546664525,0.1482095741270603,"(-0.038, -0.6629999999999999)",Melancholic
177,0.29517334300000003,0.053335475,0.028338703944804405,"(0.32, 0.067)",Expectant
178,-0.179826658,-0.446664525,0.1496495116026931,"(-0.078, -0.337)",Worried
179,0.39517334299999995,0.153335475,0.06752097321033868,"(0.33299999999999996, 0.127)",Passionate
180,0.370173343,0.053335475,0.05200080375601201,"(0.32, 0.067)",Expectant
181,-0.47982665799999996,-0.221664525,0.27992903774157585,"(-0.45, -0.5)",Ashamed
182,-0.179826658,-0.596664525,0.14021302079665993,"(-0.32, -0.6)",Embarrassed
184,-0.254826658,-0.246664525,0.19856526640609778,"(-0.078, -0.337)",Worried
185,0.045173342000000005,0.078335475,0.24703618158262688,"(-0.035, 0.312)",Impatient
186,-0.104826658,-0.221664525,0.1184142785855008,"(-0.078, -0.337)",Worried
187,-0.179826658,-0.521664525,0.160577123062174,"(-0.32, -0.6)",Embarrassed
188,-0.279826658,-0.146664525,0.2774195251292248,"(-0.078, -0.337)",Worried
189,0.670173343,0.478335475,0.23055460943835251,"(0.498, 0.325)",Enthusianstic
190,-0.329826658,-0.446664525,0.13147739357366572,"(-0.45, -0.5)",Ashamed
191,0.47017334299999997,0.128335475,0.13717984372082975,"(0.33299999999999996, 0.127)",Passionate
192,0.420173343,0.303335475,0.013336601563789595,"(0.42, 0.29)",Light Hearted
193,-0.35482665799999996,-0.121664525,0.248493911074144,"(-0.48, 0.09300000000000001)",Distrustful
194,0.070173343,-0.471664525,0.12496872461248561,"(0.03, -0.59)",Pensive
195,-0.429826658,-0.096664525,0.19618867523617312,"(-0.48, 0.09300000000000001)",Distrustful
196,0.020173342,-0.071664525,0.28291503914236266,"(-0.078, -0.337)",Worried
197,-0.40482665799999995,-0.596664525,0.08489220989539958,"(-0.32, -0.6)",Embarrassed
198,-0.279826658,-0.671664525,0.08215656730246576,"(-0.32, -0.6)",Embarrassed
199,0.320173343,0.178335475,0.052913647797815565,"(0.33299999999999996, 0.127)",Passionate
201,0.095173342,-0.221664525,0.20806556219837197,"(-0.078, -0.337)",Worried
202,0.195173343,0.003335475,0.14012446624794428,"(0.32, 0.067)",Expectant
203,0.095173342,-0.271664525,0.18508844013855807,"(-0.078, -0.337)",Worried
204,-0.554826658,-0.246664525,0.2741669037665279,"(-0.45, -0.5)",Ashamed
205,0.020173342,-0.396664525,0.11488194210982239,"(-0.078, -0.337)",Worried
206,-0.454826658,-0.571664525,0.07182688055961073,"(-0.45, -0.5)",Ashamed
207,0.095173342,0.053335475,0.22524152679052012,"(0.32, 0.067)",Expectant
208,0.520173343,0.053335475,0.18846973139279224,"(0.385, -0.078)",Impressed
209,0.045173342000000005,-0.371664525,0.12795820205412622,"(-0.078, -0.337)",Worried
210,0.270173343,-0.096664525,0.1163336823592861,"(0.385, -0.078)",Impressed
211,0.120173343,-0.371664525,0.1272829443848282,"(0.23, -0.436)",Longing
212,0.24517334300000002,0.003335475,0.09824561232579943,"(0.32, 0.067)",Expectant
213,-0.47982665799999996,-0.496664525,0.03001257937806389,"(-0.45, -0.5)",Ashamed
214,-0.079826658,-0.246664525,0.09035394138013346,"(-0.078, -0.337)",Worried
215,-0.454826658,-0.346664525,0.15341142239391625,"(-0.45, -0.5)",Ashamed
216,0.220173343,-0.021664525,0.1335168882249406,"(0.32, 0.067)",Expectant
217,0.095173342,-0.271664525,0.18508844013855807,"(-0.078, -0.337)",Worried
218,-0.104826658,-0.421664525,0.08881301353362911,"(-0.078, -0.337)",Worried
219,-0.154826658,-0.546664525,0.16487089119345652,"(-0.038, -0.6629999999999999)",Melancholic
220,-0.254826658,-0.121664525,0.2786342293633799,"(-0.078, -0.337)",Worried
221,-0.254826658,-0.071664525,0.2789577741180994,"(-0.48, 0.09300000000000001)",Distrustful
222,-0.029826658,-0.196664525,0.14837357050002065,"(-0.078, -0.337)",Worried
223,-0.22982665800000002,-0.596664525,0.09023500984055238,"(-0.32, -0.6)",Embarrassed
224,0.320173343,0.228335475,0.10214402392343506,"(0.33299999999999996, 0.127)",Passionate
225,-0.054826658,-0.221664525,0.117640450411092,"(-0.078, -0.337)",Worried
226,0.145173343,0.078335475,0.1751937584255537,"(0.32, 0.067)",Expectant
227,-0.22982665800000002,-0.371664525,0.15573362955034661,"(-0.078, -0.337)",Worried
228,-0.104826658,-0.271664525,0.07062856272730314,"(-0.078, -0.337)",Worried
229,0.095173342,0.053335475,0.22524152679052012,"(0.32, 0.067)",Expectant
231,0.29517334300000003,-0.121664525,0.09987701963550609,"(0.385, -0.078)",Impressed
232,-0.429826658,-0.521664525,0.029602624392519535,"(-0.45, -0.5)",Ashamed
233,0.020173342,0.028335475,0.2889803806678311,"(-0.035, 0.312)",Impatient
234,-0.129826658,-0.271664525,0.08339500448422911,"(-0.078, -0.337)",Worried
235,-0.179826658,-0.396664525,0.11801916718450688,"(-0.078, -0.337)",Worried
236,-0.5048266579999999,-0.521664525,0.058951794467383106,"(-0.45, -0.5)",Ashamed
237,-0.129826658,-0.096664525,0.24586000696112534,"(-0.078, -0.337)",Worried
238,0.045173342000000005,-0.396664525,0.136863171536117,"(-0.078, -0.337)",Worried
239,-0.279826658,-0.571664525,0.049160925041384126,"(-0.32, -0.6)",Embarrassed
240,0.545173343,0.453335475,0.12732992653446112,"(0.42, 0.43)",Convinced
241,0.045173342000000005,-0.121664525,0.2480746641092649,"(-0.078, -0.337)",Worried
242,0.070173343,-0.271664525,0.16193845704239399,"(-0.078, -0.337)",Worried
243,-0.079826658,0.653335475,0.09336077500173495,"(-0.08199999999999999, 0.56)",Jealous
244,-0.054826658,-0.071664525,0.26634548630101573,"(-0.078, -0.337)",Worried
245,0.420173343,-0.096664525,0.039818696001643145,"(0.385, -0.078)",Impressed
246,-0.30482665800000003,0.078335475,0.17578608602766196,"(-0.48, 0.09300000000000001)",Distrustful
247,0.020173342,-0.171664525,0.19228578827600493,"(-0.078, -0.337)",Worried
248,-0.179826658,-0.296664525,0.10952451242952232,"(-0.078, -0.337)",Worried
250,-0.204826658,-0.296664525,0.1330862567019021,"(-0.078, -0.337)",Worried
253,-0.47982665799999996,0.503335475,0.15734492121109148,"(-0.59, 0.391)",Frustrated
254,0.7451733429999999,0.178335475,0.1559085737259863,"(0.9, 0.16)",Happy
257,0.6201733429999999,0.753335475,0.08650750869879029,"(0.7, 0.72)",Excited
258,-0.029826658,-0.071664525,0.26967310798988575,"(-0.078, -0.337)",Worried
260,-0.204826658,0.178335475,0.15281830548374956,"(-0.33, 0.266)",Suspicious
262,0.6201733429999999,0.253335475,0.14164084821572928,"(0.498, 0.325)",Enthusianstic
264,0.270173343,0.178335475,0.08113272966732518,"(0.33299999999999996, 0.127)",Passionate
265,0.495173343,-0.021664525,0.12374106533916406,"(0.385, -0.078)",Impressed
266,0.095173342,-0.246664525,0.19531898121515123,"(-0.078, -0.337)",Worried
269,0.095173342,-0.071664525,0.2641493453350294,"(0.32, 0.067)",Expectant
270,0.670173343,0.378335475,0.18024520224758067,"(0.498, 0.325)",Enthusianstic
272,0.495173343,0.328335475,0.004372114279301708,"(0.498, 0.325)",Enthusianstic
273,0.695173343,0.203335475,0.20936074801946825,"(0.9, 0.16)",Happy
274,0.39517334299999995,0.778335475,0.1169694925237828,"(0.43, 0.89)",Astonished
275,0.270173343,0.178335475,0.08113272966732518,"(0.33299999999999996, 0.127)",Passionate
276,0.220173343,0.378335475,0.20639747089359228,"(0.42, 0.43)",Convinced
278,0.170173343,0.228335475,0.1917847718753271,"(0.33299999999999996, 0.127)",Passionate
279,0.070173343,-0.246664525,0.17353915298649836,"(-0.078, -0.337)",Worried
280,-0.279826658,-0.096664525,0.27575713751583036,"(-0.48, 0.09300000000000001)",Distrustful
281,0.645173343,0.203335475,0.19095090869977882,"(0.498, 0.325)",Enthusianstic
282,-0.054826658,-0.346664525,0.025107903594776458,"(-0.078, -0.337)",Worried
284,0.195173343,-0.046664525,0.16882333529838603,"(0.32, 0.067)",Expectant
285,0.170173343,-0.271664525,0.17488675544840804,"(0.23, -0.436)",Longing
286,0.6201733429999999,0.278335475,0.13078189336934704,"(0.498, 0.325)",Enthusianstic
288,0.195173343,-0.271664525,0.16798525048727128,"(0.23, -0.436)",Longing
289,0.570173343,0.278335475,0.08594515305281197,"(0.498, 0.325)",Enthusianstic
290,-0.129826658,-0.621664525,0.10070132378933547,"(-0.038, -0.6629999999999999)",Melancholic
292,0.7451733429999999,0.678335475,0.06145375140112496,"(0.7, 0.72)",Excited
293,-0.054826658,0.428335475,0.11801287688606102,"(-0.035, 0.312)",Impatient
294,0.520173343,0.228335475,0.09917503482868696,"(0.498, 0.325)",Enthusianstic
296,0.320173343,0.328335475,0.10693441958168227,"(0.42, 0.29)",Light Hearted
297,-0.204826658,-0.371664525,0.13147863124068712,"(-0.078, -0.337)",Worried
298,0.24517334300000002,-0.146664525,0.155776477689256,"(0.385, -0.078)",Impressed
299,-0.029826658,-0.446664525,0.11977887511128403,"(-0.078, -0.337)",Worried
300,0.020173342,0.553335475,0.10239046688498196,"(-0.08199999999999999, 0.56)",Jealous
301,-0.179826658,-0.346664525,0.10228426723071632,"(-0.078, -0.337)",Worried
302,0.645173343,0.503335475,0.22349380016293802,"(0.7, 0.72)",Excited
303,0.495173343,0.603335475,0.0837921048265961,"(0.43, 0.6559999999999999)",Ambitious
304,0.045173342000000005,-0.196664525,0.18672363996806776,"(-0.078, -0.337)",Worried
305,0.595173343,0.453335475,0.1609740747240725,"(0.498, 0.325)",Enthusianstic
306,0.570173343,0.278335475,0.08594515305281197,"(0.498, 0.325)",Enthusianstic
307,0.595173343,0.378335475,0.1108482362659473,"(0.498, 0.325)",Enthusianstic
308,0.545173343,-0.071664525,0.1330682464048853,"(0.51, -0.2)",Confident
309,0.34517334299999997,0.178335475,0.05275908711559814,"(0.33299999999999996, 0.127)",Passionate
310,-0.429826658,-0.621664525,0.11194305003404446,"(-0.32, -0.6)",Embarrassed
311,0.6201733429999999,0.303335475,0.12407931891846948,"(0.498, 0.325)",Enthusianstic
312,0.34517334299999997,0.003335475,0.06846071093168163,"(0.32, 0.067)",Expectant
313,0.220173343,-0.246664525,0.1895903090383875,"(0.23, -0.436)",Longing
314,0.370173343,0.303335475,0.05158033192284899,"(0.42, 0.29)",Light Hearted
315,0.770173343,0.453335475,0.14412982162367122,"(0.88, 0.36)",Delighted
316,-0.22982665800000002,-0.446664525,0.17788479277589916,"(-0.32, -0.6)",Embarrassed
317,-0.029826658,0.378335475,0.06653689736472979,"(-0.035, 0.312)",Impatient
318,0.370173343,0.328335475,0.06286735552948983,"(0.42, 0.29)",Light Hearted
319,0.545173343,-0.021664525,0.16979159446589592,"(0.385, -0.078)",Impressed
320,0.545173343,0.703335475,0.1245212677869579,"(0.43, 0.6559999999999999)",Ambitious
321,0.39517334299999995,0.678335475,0.04137353600154671,"(0.43, 0.6559999999999999)",Ambitious
322,0.795173343,0.378335475,0.08678566345469324,"(0.88, 0.36)",Delighted
323,0.327673343,0.058335475,0.011573857881936952,"(0.32, 0.067)",Expectant
324,0.070173343,-0.321664525,0.14896481587700927,"(-0.078, -0.337)",Worried
325,0.24517334300000002,0.228335475,0.13409847192742827,"(0.33299999999999996, 0.127)",Passionate
326,0.695173343,0.203335475,0.20936074801946825,"(0.9, 0.16)",Happy
327,0.670173343,0.353335475,0.17448942427342487,"(0.498, 0.325)",Enthusianstic
328,-0.054826658,0.153335475,0.1598984923660151,"(-0.035, 0.312)",Impatient
329,-0.054826658,-0.321664525,0.02778813726978817,"(-0.078, -0.337)",Worried
330,-0.329826658,0.328335475,0.06233571601357111,"(-0.33, 0.266)",Suspicious
332,0.6201733429999999,0.228335475,0.1557894609184821,"(0.498, 0.325)",Enthusianstic
333,0.420173343,0.528335475,0.09833562778195538,"(0.42, 0.43)",Convinced
334,0.370173343,0.328335475,0.06286735552948983,"(0.42, 0.29)",Light Hearted
335,0.595173343,0.553335475,0.19447940233163835,"(0.43, 0.6559999999999999)",Ambitious
336,0.545173343,0.378335475,0.07120391269636289,"(0.498, 0.325)",Enthusianstic
338,-0.154826658,-0.396664525,0.09727379360816862,"(-0.078, -0.337)",Worried
339,0.6201733429999999,0.328335475,0.12221886570113166,"(0.498, 0.325)",Enthusianstic
340,0.045173342000000005,-0.196664525,0.18672363996806776,"(-0.078, -0.337)",Worried
341,-0.004826658,-0.196664525,0.15826681118580924,"(-0.078, -0.337)",Worried
342,0.170173343,-0.146664525,0.22553338899433778,"(0.385, -0.078)",Impressed
343,0.920173343,0.603335475,0.24662937959876405,"(0.88, 0.36)",Delighted
344,0.195173343,0.003335475,0.14012446624794428,"(0.32, 0.067)",Expectant
345,0.520173343,0.653335475,0.09021270133008581,"(0.43, 0.6559999999999999)",Ambitious
346,0.720173343,0.528335475,0.1927232573180291,"(0.7, 0.72)",Excited
347,0.35017334299999997,-0.191664525,0.11888027709116125,"(0.385, -0.078)",Impressed
348,0.320173343,0.103335475,0.026917148312391365,"(0.33299999999999996, 0.127)",Passionate
349,0.34517334299999997,0.003335475,0.06846071093168163,"(0.32, 0.067)",Expectant
350,0.520173343,0.353335475,0.03597994279138409,"(0.498, 0.325)",Enthusianstic
352,0.020173342,0.228335475,0.10021901222285415,"(-0.035, 0.312)",Impatient
353,0.095173342,-0.146664525,0.25732586232814725,"(-0.078, -0.337)",Worried
354,0.495173343,0.628335475,0.07080176961963076,"(0.43, 0.6559999999999999)",Ambitious
355,0.520173343,0.128335475,0.18717810722216227,"(0.33299999999999996, 0.127)",Passionate
356,0.29517334300000003,0.003335475,0.06833399330692794,"(0.32, 0.067)",Expectant
357,0.520173343,0.053335475,0.18846973139279224,"(0.385, -0.078)",Impressed
358,-0.054826658,0.253335475,0.06192433173579342,"(-0.035, 0.312)",Impatient
359,-0.179826658,-0.521664525,0.160577123062174,"(-0.32, -0.6)",Embarrassed
360,0.270173343,-0.521664525,0.09461663876544803,"(0.23, -0.436)",Longing
361,-0.264826658,-0.509164525,0.10627878991560165,"(-0.32, -0.6)",Embarrassed
362,0.370173343,-0.146664525,0.07024704087199171,"(0.385, -0.078)",Impressed
364,0.520173343,0.228335475,0.09917503482868696,"(0.498, 0.325)",Enthusianstic
365,0.670173343,0.353335475,0.17448942427342487,"(0.498, 0.325)",Enthusianstic
366,0.420173343,0.578335475,0.07828372520052462,"(0.43, 0.6559999999999999)",Ambitious
367,-0.429826658,-0.371664525,0.12991134619779976,"(-0.45, -0.5)",Ashamed
368,0.420173343,0.053335475,0.10110102814151431,"(0.32, 0.067)",Expectant
369,-0.254826658,-0.421664525,0.18987128837958775,"(-0.32, -0.6)",Embarrassed
370,-0.254826658,-0.196664525,0.22574700999775077,"(-0.078, -0.337)",Worried
371,0.545173343,0.153335475,0.17802818157042238,"(0.498, 0.325)",Enthusianstic
372,0.095173342,-0.246664525,0.19531898121515123,"(-0.078, -0.337)",Worried
374,0.120173343,0.603335475,0.20676562580194818,"(-0.08199999999999999, 0.56)",Jealous
375,-0.40482665799999995,-0.671664525,0.11104668410594068,"(-0.32, -0.6)",Embarrassed
376,0.370173343,0.103335475,0.04406662198616177,"(0.33299999999999996, 0.127)",Passionate
